farm_id,moisture,ph,temp,humidity,nitrogen,phosphorus,potassium,weather_temp,weather_humidity,rain_prob,planting_label,disease_label
Farm_1,42.472407130841745,5.155045163505823,18.37870126144329,50.394312757301364,98.24368763361203,61.526542810897446,126.0851258469532,28.065990752477475,60.21812499743875,52.129604765413895,0,0
Farm_1,77.04285838459498,6.594063894704444,20.57180678063917,41.32661019369099,32.212822481292136,58.33455021037848,106.37575235131062,23.863317539707538,52.15135666542953,97.60138232792136,0,0
Farm_1,63.919636508684306,6.62190536483032,18.540209685534936,49.071771754489866,31.991119637609753,22.051365264514857,71.79262676518577,19.737503051188828,62.28886684685696,12.555021476265338,0,0
Farm_1,55.919509051822196,6.912289704494619,16.774050675141112,69.15207804848461,59.12491972345872,47.299826210092505,66.68820231588897,25.654890299856827,59.33652485190181,1.6947664889580993,0,0
Farm_1,29.36111842654619,7.178274001167985,17.412717422012015,61.0712275296249,73.97788713641992,50.41564950286856,71.47329067712646,26.7258748548208,70.31361919205028,77.0158211757096,0,0
Farm_1,29.35967122017216,7.927556238387604,24.215575360654515,84.63358555384875,99.33666760270138,51.90582247175204,109.71881780630636,21.48437844774279,68.17337748358071,80.71555373648826,0,0
Farm_1,23.485016730091967,6.548901044903586,19.12667436811585,80.87217808692205,91.49658389458547,66.41378953818659,99.5233549963373,27.428971826986285,60.9378118459262,12.020722912057625,0,0
Farm_1,71.97056874649611,5.968869418823738,22.28539722096151,57.0908675848938,70.13124357390734,62.68820373815028,56.66760110807211,27.967575802423433,56.5367766276497,26.55828329586061,0,0
Farm_1,56.06690070459253,7.385558584306111,25.068345417097138,52.971171671564626,54.62639996534993,68.63240742347557,55.669840180067595,21.0459493611559,79.64107898466776,1.755236336662891,0,0
Farm_1,62.48435466776273,5.812496753786222,28.807896572587307,58.98462040836334,119.74120501419401,81.19066092337026,48.85560847420576,28.818736199867445,63.62004863588345,29.33086107805647,0,0
Farm_1,21.23506965774815,6.316914262116908,15.786242796821979,69.51474712574039,68.35631720123757,85.03885909728749,99.42724477312044,19.547826808536342,70.64822707340711,77.31418739186715,0,0
Farm_1,78.19459112971967,5.235369144026798,30.988207978180853,53.403182041143815,70.6248321896708,77.44984609811955,108.79353959995623,20.22217235242739,54.21658902735082,51.79605277125789,0,0
Farm_1,69.94655844802531,5.076052230246373,27.558007789818156,71.2074453924567,44.726143907250226,96.44189567639478,63.85417854925036,20.026473231618287,64.56769098978194,34.80955931682881,0,0
Farm_1,32.74034664069657,7.887945244033775,16.635180638977438,60.47058260956202,101.53285938749364,21.45860661410893,41.88504649278215,27.833886810086575,50.826101596083966,37.17392949063303,0,0
Farm_1,30.909498032426036,7.507940361536617,32.47157248213554,67.602359042599,92.43140032033398,35.662238854683686,47.39545007287846,25.197218075574582,65.1636535373135,0.1353625715468154,0,0
Farm_1,31.00427059120603,7.087922618281094,33.417448010636264,61.80632645676583,49.86926515098844,20.605029998251368,127.10740313605274,19.673147115445,78.92052221353107,29.98005275652359,0,0
Farm_1,38.254534577572265,6.22685883324281,16.221559197097275,54.723287977095886,37.41429410542584,71.79797713236823,66.59002997296783,22.84355760205184,61.526201389574005,64.64587416379305,0,0
